TimeofDay,AirTemp,Humidity,Dewpoint,BarPres,WindSpeed,SolarRad
1000,1.509,61.71,-5.05,102.97,4.7,158
1015,1.295,61.7,-5.24,102.99,4.985,218.1
1030,2.23,58.99,-4.96,102.99,4.454,377.6
1045,2.409,57.06,-5.24,102.99,4.706,436.8
1100,2.893,55.45,-5.15,103,4.773,585.1
1115,2.729,55.42,-5.3,103,4.339,495.6
1130,2.666,56.75,-5.05,102.99,3.985,348.3
1145,2.601,57.47,-4.96,102.96,3.355,391.9
1200,3.252,55.41,-4.83,102.92,3.447,554.6
1215,4.175,50.13,-5.3,102.88,3.536,573.3
1230,4.382,48.01,-5.66,102.85,4.574,602.6
1245,4.654,45.85,-6.03,102.82,4.015,601.2
1300,5.327,43.26,-6.16,102.8,3.149,584.1
1315,5.358,44.34,-5.83,102.79,3.929,589.5
1330,5.524,43,-6.06,102.78,3.682,544
1345,5.952,42.22,-5.93,102.76,3.154,530.6
1400,6.234,42.03,-5.73,102.74,3.545,549.4
1415,6.132,42.5,-5.66,102.73,4,516.4
1430,6.15,41.25,-6.03,102.74,3.788,498.8
1445,6.599,42.88,-5.11,102.73,3.496,488.6
1500,6.56,42.35,-5.34,102.74,3.792,464.3
1515,6.459,40.25,-6.09,102.77,3.71,405.8
1530,6.396,40.16,-6.16,102.79,3.622,377.1
1545,6.313,40.4,-6.16,102.8,4.328,338.7
1600,6.028,39.17,-6.82,102.82,4.201,304.3
1615,6.157,37.2,-7.4,102.82,3.803,269
1630,5.964,37.34,-7.51,102.83,3.891,225.1
1645,5.716,38.8,-7.21,102.86,3.519,183.6
1700,5.216,40.4,-7.14,102.88,3.982,134.3
1715,4.7,43.59,-6.64,102.9,4.295,59.8
1730,4.298,46.3,-6.23,102.92,3.313,28.02
1745,3.946,48.15,-6.03,102.94,3.707,10.15
1800,3.598,49.91,-5.89,102.96,3.142,4.84
1815,3.212,51.33,-5.86,102.98,3.052,4.12
1830,2.991,51.21,-6.09,102.98,3.074,3.89
1845,2.855,51.11,-6.26,102.99,3.784,3.86
1900,2.496,53.57,-5.99,103.01,3.254,3.82
1915,1.895,58.42,-5.4,103.03,3.813,3.79
1930,1.379,60.59,-5.4,103.04,3.636,3.75
1945,0.964,62.09,-5.47,103.06,3.177,3.7
2000,0.653,62.73,-5.63,103.08,3.384,3.69
2015,0.367,63.1,-5.83,103.07,3.332,3.65
2030,0.093,63.97,-5.93,103.08,3.258,3.66
2045,-0.295,61.11,-6.85,103.11,3.659,3.61
2100,-0.754,57.67,-8.08,103.12,3.723,3.6
2115,-1.098,57.96,-8.31,103.12,3.308,3.55
2130,-1.369,57.79,-8.63,103.13,2.914,3.52
2145,-1.569,57.8,-8.79,103.14,3.106,3.51
2200,-1.734,57.84,-8.95,103.15,3.266,3.51
2215,-1.86,57.94,-9.04,103.18,2.742,3.51
2230,-2.055,60.26,-8.71,103.2,2.589,3.49
2245,-2.238,58.44,-9.29,103.21,3.572,3.5
2300,-2.413,57.13,-9.76,103.23,3.063,3.49
2315,-2.563,55.06,-10.33,103.23,3.561,3.49
2330,-2.7,53.78,-10.79,103.25,2.777,3.48
2345,-2.861,52.78,-11.17,103.25,2.623,3.48
2400,-2.98,51.61,-11.56,103.25,2.699,3.48
15,-3.094,50.47,-11.91,103.25,2.273,3.48
30,-3.221,48.56,-12.53,103.26,2.475,3.48
45,-3.3,47.12,-12.96,103.26,2.639,3.48
100,-3.461,46.62,-13.24,103.26,2.686,3.48
115,-3.593,46.87,-13.29,103.27,2.848,3.48
130,-3.767,48.55,-13.02,103.27,2.674,3.48
145,-3.926,49.25,-13.02,103.29,2.595,3.48
200,-4.087,49.23,-13.18,103.3,2.723,3.48
215,-4.23,48.62,-13.46,103.31,2.955,3.48
230,-4.374,48.28,-13.69,103.33,2.633,3.48
245,-4.538,46.8,-14.22,103.33,2.676,3.48
300,-4.768,49.74,-13.69,103.33,2.052,3.48
315,-4.995,49.69,-13.86,103.32,2.74,3.48
330,-5.139,47.65,-14.52,103.32,2.62,3.48
345,-5.317,47.79,-14.64,103.32,2.473,3.48
400,-5.508,48.79,-14.58,103.31,2.464,3.48
415,-5.65,48.05,-14.89,103.31,2.534,3.48
430,-5.85,48.03,-15.08,103.31,2.452,3.48
445,-6.006,48.43,-15.15,103.3,2.554,3.48
500,-6.137,48.56,-15.21,103.31,2.693,3.48
515,-6.268,48.78,-15.28,103.32,2.674,3.48
530,-6.406,48.86,-15.41,103.32,2.65,3.48
545,-6.517,48.95,-15.47,103.31,2.611,3.48
600,-6.687,49.72,-15.47,103.31,2.212,3.48
615,-6.774,49.56,-15.6,103.33,2.053,3.48
630,-6.985,50.43,-15.54,103.34,1.883,3.48
645,-7.18,51.74,-15.41,103.33,1.611,3.48
700,-7.37,52.33,-15.47,103.34,1.675,3.48
715,-7.43,52.13,-15.54,103.34,1.849,3.48
730,-7.44,52.52,-15.47,103.35,1.897,3.85
745,-7.78,54.89,-15.28,103.37,1.628,7.03
800,-7.71,53.95,-15.41,103.37,1.897,19.14
815,-7.36,52.26,-15.47,103.36,2.212,64.09
830,-7.06,50.66,-15.6,103.38,2.341,119.6
845,-6.763,49.53,-15.6,103.38,2.353,172.9
900,-6.535,48.92,-15.54,103.39,2.605,216.5
915,-6.027,47.33,-15.41,103.42,2.303,259.2
930,-5.563,45.04,-15.6,103.44,2.427,303.7
945,-4.876,42.23,-15.74,103.44,2.531,349.4
1000,-4.192,38.23,-16.35,103.45,3.046,392.3
1015,-3.397,35.97,-16.35,103.46,2.598,442
1030,-2.749,33.69,-16.56,103.47,2.503,435.2
1045,-2.279,31.48,-16.92,103.48,2.765,536
1100,-1.882,29.3,-17.45,103.46,2.648,422.7
1115,-1.3,28.37,-17.3,103.44,2.379,549.1
1130,-0.862,27.01,-17.52,103.4,2.313,537.7
1145,-0.706,25.27,-18.15,103.39,2.587,498.9
1200,-0.111,25.71,-17.45,103.37,2.418,549.3
1215,0.345,24.52,-17.6,103.35,2.489,569.8
1230,0.48,24.05,-17.75,103.33,2.717,613.3
1245,0.831,23.35,-17.83,103.3,2.948,625.8
1300,1.157,21.23,-18.64,103.28,2.867,618.1
1315,1.657,20.88,-18.39,103.28,3.014,607.2
1330,1.892,21.47,-17.91,103.26,2.854,599.2
1345,1.899,20.3,-18.56,103.24,3.001,586.1
1400,2.419,20.14,-18.23,103.23,3.091,568.6
1415,2.558,19.46,-18.47,103.21,2.975,547.1
1430,2.719,19.48,-18.31,103.2,2.982,521.9
1445,3.04,18.18,-18.89,103.21,2.774,494.8
1500,3.439,18.2,-18.56,103.2,2.723,463.7
1515,3.303,19.11,-18.07,103.21,3.208,429.8
1530,3.182,18.96,-18.31,103.2,3.076,392.9
1545,3.283,18.78,-18.31,103.2,3.055,353.1
1600,3.288,18.6,-18.39,103.2,2.829,311.6
1615,3.431,18.38,-18.39,103.2,2.459,268.1
1630,3.265,19.6,-17.83,103.19,2.598,223.5
1645,3.017,20.07,-17.75,103.18,2.819,179.4
1700,2.869,19.59,-18.15,103.17,2.305,136.2
1715,2.676,18.72,-18.81,103.16,2.067,84.8
1730,2.354,18.99,-18.98,103.16,1.997,40.35
1745,2.048,20.88,-18.07,103.16,1.974,14.4
1800,1.549,22.03,-17.83,103.15,1.712,5.76
1815,1.273,22.61,-17.83,103.16,1.365,3.96
1830,0.906,24.18,-17.3,103.16,1.607,3.54
1845,0.628,25.34,-17,103.15,1.257,3.51
1900,0.059,27.91,-16.35,103.17,1.225,3.52
1915,0.004,26.4,-17.07,103.15,1.662,3.49
1930,-0.28,27.42,-16.85,103.11,1.427,3.5
1945,-1.093,31.97,-15.74,103.1,1.321,3.49
2000,-1.333,32.18,-15.87,103.11,1.437,3.48
2015,-1.544,33.81,-15.47,103.14,1.257,3.48
2030,-2.18,41.27,-13.63,103.14,0.595,3.48
2045,-2.268,37.41,-14.89,103.12,0.912,3.48
2100,-2.06,37.09,-14.77,103.12,0.792,3.48
2115,-2.394,38.57,-14.58,103.12,1.002,3.48
2130,-3.113,48.28,-12.53,103.07,0.605,3.48
2145,-3.119,45.57,-13.24,103.07,0.872,3.48
2200,-2.514,39.96,-14.28,103.09,1.13,3.48
2215,-2.736,41.76,-13.92,103.1,1.128,3.48
2230,-2.495,38.01,-14.89,103.1,1.189,3.48
2245,-2.914,45.99,-12.96,103.09,0.954,3.48
2300,-3.505,50.17,-12.37,103.08,0.606,3.48
2315,-3.95,52.64,-12.22,103.06,0.539,3.48
2330,-3.951,49.8,-12.91,103.04,0.642,3.48
2345,-3.683,54.81,-11.46,103.01,0.582,3.48
2400,-3.679,52.76,-11.91,102.97,0.672,3.48
15,-3.829,56.98,-11.12,102.96,1.145,3.48
30,-4.056,55.4,-11.66,102.96,1.102,3.48
45,-4.212,50.39,-13.02,102.93,0.761,3.48
100,-3.874,46.33,-13.69,102.91,0.715,3.48
115,-3.582,45.6,-13.63,102.93,0.854,3.48
130,-3.763,47.82,-13.24,102.94,0.733,3.48
145,-4.578,64.07,-10.38,102.93,0.516,3.48
200,-5.151,64.57,-10.79,102.93,0.453,3.48
215,-4.939,59.19,-11.66,102.95,0.936,3.48
230,-4.948,62.14,-11.08,102.98,0.907,3.48
245,-5.323,60.83,-11.71,102.98,0.979,3.48
300,-5.515,62.61,-11.51,102.97,0.99,3.48
315,-5.524,64.01,-11.27,102.98,1.426,3.48
330,-5.595,63.62,-11.41,102.99,1.561,3.48
345,-5.386,63.52,-11.22,102.98,1.173,3.48
400,-5.092,60.11,-11.61,102.97,1.418,3.48
415,-5.541,62.34,-11.61,102.94,1.053,3.48
430,-5.612,63.95,-11.37,102.95,1.099,3.48
445,-5.672,67.51,-10.75,102.94,0.667,3.48
500,-5.443,66.91,-10.61,102.94,1.083,3.48
515,-5.402,65.32,-10.89,102.94,1.029,3.48
530,-5.358,60.71,-11.76,102.92,0.859,3.48
545,-5.058,54.82,-12.75,102.9,0.699,3.48
600,-5.023,57.9,-12.01,102.9,0.81,3.48
615,-4.851,56.39,-12.22,102.91,1.001,3.48
630,-5.117,61,-11.46,102.92,1.024,3.48
645,-5.248,59.96,-11.81,102.93,1.115,3.48
700,-4.98,57.49,-12.06,102.92,0.918,3.48
715,-5.391,62.37,-11.46,102.93,1.08,3.48
730,-5.488,64.66,-11.08,102.93,1.056,4.11
745,-5.441,65.41,-10.89,102.94,1.357,8.89
800,-5.267,66.01,-10.61,102.93,1.091,20.27
815,-4.888,64.52,-10.56,102.94,1.76,51.8
830,-4.501,62.12,-10.65,102.95,1.879,89.3
845,-3.825,62.25,-9.98,102.95,1.417,103
900,-3.394,60.83,-9.89,102.95,1.328,142.7
915,-2.75,60.92,-9.24,102.97,1.688,177
930,-1.686,55.8,-9.37,102.96,1.216,263.2
945,-0.218,42.01,-11.56,102.95,0.854,218.2
1000,0.157,45.53,-10.24,102.98,1.49,208.3
1015,1.178,42.12,-10.29,102.96,1.206,394
1030,2.014,34.04,-12.22,102.95,0.981,248.4
1045,2.552,27.44,-14.4,102.97,1.579,305.7
1100,2.869,24.77,-15.34,102.97,1.809,316
1115,3.775,23.83,-15.02,102.97,1.811,497.3
1130,4.246,23.57,-14.77,102.95,2.357,239.2
1145,3.968,25.33,-14.16,102.93,2.136,130.9
1200,4.097,26.12,-13.63,102.92,2.131,192.8
1215,4.077,25.41,-13.98,102.87,2.116,171.6
1230,4.088,23.83,-14.77,102.82,2.147,155
1245,4.154,23.05,-15.15,102.78,1.21,116.8
1300,4.369,22.9,-15.02,102.75,0.867,84.8
1315,4.539,23.07,-14.77,102.73,1.039,75.5
1330,4.438,24.5,-14.16,102.72,1.431,89.1
1345,4.291,28.03,-12.59,102.7,1.684,97.6
1400,4.141,32.63,-10.84,102.7,1.784,120.3
1415,3.897,36.86,-9.54,102.7,2.042,146.2
1430,3.944,38.38,-8.95,102.67,1.833,154.8
1445,4.075,39.39,-8.51,102.66,1.835,140.7
1500,4.115,36.95,-9.29,102.66,1.863,91.8
1515,4.019,37.08,-9.33,102.67,1.941,67.82
1530,3.987,37.68,-9.16,102.67,1.971,54.89
1545,3.48,47.01,-6.78,102.67,1.646,48.61
1600,3.066,53.53,-5.47,102.66,1.248,70.2
1615,2.826,51.63,-6.16,102.63,1.226,53.58
1630,2.774,56.71,-4.96,102.62,1.351,58.4
1645,2.674,56.68,-5.05,102.62,1.732,48.74
1700,2.493,58.99,-4.71,102.62,1.735,16.39
1715,2.421,62.73,-3.96,102.62,1.892,14.89
1730,2.354,62.47,-4.08,102.61,2.015,7.86
1745,2.179,65.02,-3.7,102.6,1.676,5.07
1800,2.022,70.3,-2.81,102.59,1.462,4.17
1815,1.982,69.24,-3.05,102.57,1.347,3.87
1830,1.971,69.28,-3.05,102.56,1.435,3.69
1845,1.89,69.68,-3.05,102.56,1.197,3.66
1900,1.777,71.6,-2.81,102.56,1.695,3.67
1915,1.613,74.3,-2.46,102.54,1.259,3.68
1930,1.56,69.71,-3.36,102.52,1.423,3.7
1945,1.534,70.2,-3.3,102.5,1.173,3.72
2000,1.527,69.51,-3.44,102.48,0.919,3.71
2015,1.616,70.4,-3.19,102.46,0.965,3.73
2030,1.697,72.4,-2.73,102.46,1.019,3.74
2045,1.771,73.7,-2.41,102.45,1.033,3.72
2100,1.847,73.1,-2.46,102.46,0.93,3.74
2115,1.924,73.5,-2.3,102.46,1.067,3.78
2130,1.916,75.2,-1.99,102.45,1.23,3.73
2145,1.954,76,-1.81,102.45,1.033,3.76
2200,1.977,76.1,-1.79,102.45,0.889,3.79
2215,1.99,77.4,-1.53,102.42,1.019,3.72
2230,1.757,81.9,-1,102.4,1.045,3.69
2245,1.634,84.2,-0.76,102.39,1.145,3.68
2300,1.594,85.4,-0.59,102.39,0.832,3.72
2315,1.582,86.3,-0.45,102.34,1.161,3.68
2330,1.627,88.1,-0.13,102.34,0.814,3.67
2345,1.596,88.5,-0.09,102.3,1.023,3.7
2400,1.476,89.4,-0.09,102.28,1.269,3.69
15,1.526,89.9,0.05,102.27,1.254,3.68
30,1.526,90.7,0.18,102.24,1.338,3.67
45,1.525,91.4,0.3,102.23,1.139,3.67
100,1.648,90.3,0.23,102.22,1.24,3.64
115,1.804,87.1,-0.11,102.2,1.564,3.68
130,1.855,86.4,-0.18,102.16,1.655,3.73
145,1.868,86.4,-0.15,102.17,1.684,3.72
200,1.817,86.4,-0.22,102.19,1.274,3.62
215,1.737,88.4,0.03,102.16,1.859,3.61
230,1.568,90.8,0.23,102.13,1.368,3.66
245,1.43,91.5,0.18,102.14,1.273,3.62
300,1.288,91.4,0.05,102.14,1.303,3.63
315,1.232,92,0.07,102.12,1.501,3.63
330,1.101,91.4,-0.13,102.12,1.526,3.63
345,0.789,90.6,-0.57,102.1,1.933,3.68
400,0.59,91.7,-0.59,102.06,1.327,3.65
415,0.62,93.4,-0.31,102.04,1.879,3.63
430,0.525,94.2,-0.29,102.03,2.126,3.61
445,0.452,94.8,-0.29,102.03,1.788,3.66
500,0.447,95.1,-0.25,102.02,1.048,3.64
515,0.527,95.4,-0.13,102.01,1.362,3.64
530,0.546,95.6,-0.09,102,1.087,3.62
545,0.519,95.7,-0.09,101.98,1.666,3.63
600,0.485,95.9,-0.09,102,0.667,3.65
615,0.508,96.1,-0.04,101.99,0.671,3.63
630,0.525,96.2,-0.02,101.97,1.033,3.64
645,0.618,96.4,0.12,101.97,0.846,3.6
700,0.665,96.5,0.16,101.97,0.768,3.61
715,0.702,96.6,0.23,101.96,0.999,3.61
730,0.73,96.6,0.25,101.96,1.225,3.8
745,0.775,96.7,0.32,101.96,1.063,4.17
800,0.838,96.8,0.38,101.98,1.008,5.48
815,0.927,96.8,0.47,102,1.073,7.4
830,0.943,96.8,0.49,101.99,1.371,11.33
845,0.968,96.9,0.52,102.01,1.208,15.54
900,1.058,96.9,0.62,102.01,1.069,29.38
915,1.21,96.8,0.75,102,0.859,42.64
930,1.298,96.7,0.84,102.01,1.017,42.75
945,1.491,96.7,1.01,102.01,0.665,50.2
1000,1.574,96.5,1.07,102.01,0.671,54.24
1015,1.781,96.4,1.26,102,0.675,70
1030,2.066,96.1,1.51,102,0.619,67.73
1045,2.283,95.8,1.67,102,0.802,81.9
1100,2.392,95.1,1.69,101.97,0.74,130.1
1115,2.689,94.3,1.87,101.95,0.738,119.9
1130,2.703,93.4,1.73,101.94,1.051,70.5
1145,2.643,93.3,1.67,101.92,1.415,65.7
1200,2.64,93.5,1.69,101.89,1.607,83.8
1215,2.844,93.7,1.93,101.86,1.381,103.5
1230,2.953,93.4,1.99,101.85,2.003,116.2
1245,3.117,92.9,2.09,101.83,2.243,134.5
1300,3.295,91.7,2.07,101.8,2.345,132.6
1315,3.473,90.8,2.11,101.79,2.155,132.2
1330,3.492,89.6,1.93,101.78,2.35,115.6
1345,3.567,88.9,1.91,101.79,2.459,77.9
1400,3.519,88.2,1.75,101.77,2.363,122.3
1415,3.735,86.8,1.75,101.75,2.238,176.5
1430,3.86,86.2,1.77,101.75,2.26,123.7
1445,3.935,85.8,1.77,101.75,2.469,105.6
1500,3.992,85.5,1.79,101.76,2.409,118.6
1515,3.959,85.4,1.73,101.78,2.73,88.7
1530,3.996,85.2,1.73,101.8,2.697,83.4
1545,4.15,84.2,1.73,101.81,2.607,77.4
1600,4.116,84.2,1.69,101.82,2.767,53.57
1615,4.133,83.3,1.55,101.84,3.072,49.3
1630,4.056,83.4,1.51,101.85,2.816,36.4
1645,3.95,82.1,1.18,101.84,3.082,35.06
1700,3.776,80.4,0.73,101.85,3.306,23.02
1715,3.708,81.3,0.8,101.87,2.587,12.27
1730,3.605,82.5,0.9,101.88,2.591,7.76
1745,3.442,82.3,0.71,101.91,2.395,4.63
1800,3.363,81.5,0.52,101.92,3.146,4.17
1815,3.284,80.9,0.32,101.91,2.744,4
1830,3.199,80.3,0.14,101.9,2.826,3.59
1845,3.12,80.2,0.03,101.92,2.464,3.61
1900,3.068,79.2,-0.18,101.92,2.658,3.65
1915,3.067,77.6,-0.45,101.93,3.291,3.65
1930,3.021,77.2,-0.57,101.93,2.959,3.64
1945,2.957,79.5,-0.25,101.96,2.43,3.64
2000,2.904,80.1,-0.18,101.93,2.079,3.64
2015,2.858,80.2,-0.22,101.96,1.884,3.65
2030,2.852,80.5,-0.18,101.97,2.081,3.69
2045,2.844,80,-0.27,101.98,2.763,3.67
2100,2.794,79.1,-0.45,101.98,3.017,3.68
2115,2.692,79.2,-0.55,102.01,3.483,3.67
2130,2.522,79.4,-0.69,102.04,3.235,3.62
2145,2.365,79.4,-0.83,102.06,3.552,3.59
2200,2.31,79.6,-0.85,102.09,3.222,3.6
2215,2.143,79.4,-1.04,102.12,3.366,3.64
2230,1.968,79.9,-1.12,102.15,2.841,3.66
2245,1.804,79.8,-1.31,102.18,3.188,3.65
2300,1.606,79.8,-1.48,102.18,3.541,3.61
2315,1.4,80,-1.66,102.18,3.147,3.64
2330,1.334,80,-1.74,102.18,3.274,3.61
2345,1.278,80.3,-1.74,102.18,3.06,3.62
2400,1.242,80.7,-1.71,102.19,2.939,3.62
15,1.241,80.8,-1.68,102.2,2.952,3.58
30,1.207,81,-1.68,102.21,2.869,3.59
45,1.076,82.5,-1.56,102.2,2.84,3.6
100,0.997,83.5,-1.48,102.21,2.612,3.59
115,0.982,83.7,-1.46,102.22,2.162,3.57
130,0.955,83.7,-1.48,102.23,2.512,3.6
145,0.942,84,-1.46,102.24,2.709,3.57
200,0.956,84,-1.44,102.25,2.28,3.56
215,0.954,84,-1.44,102.25,2.411,3.56
230,0.969,84.1,-1.41,102.26,2.314,3.58
245,1.007,84,-1.39,102.27,2.092,3.55
300,0.986,84,-1.41,102.28,2.355,3.57
315,0.921,84.6,-1.39,102.28,2.269,3.54
330,0.798,85.4,-1.36,102.27,2.112,3.58
345,0.71,86.4,-1.31,102.29,2.147,3.59
400,0.668,86.7,-1.29,102.29,2.101,3.59
415,0.645,87.2,-1.24,102.29,2.124,3.61
430,0.534,87.2,-1.34,102.29,2.175,3.56
445,0.429,88.3,-1.29,102.28,2.083,3.57
500,0.337,90.1,-1.09,102.3,2.035,3.57
515,0.142,91.1,-1.14,102.3,2.179,3.58
530,0.072,91.5,-1.14,102.31,2.018,3.58
545,0.018,91.3,-1.24,102.32,1.955,3.59
600,0,90.5,-1.36,102.33,2.414,3.57
615,-0.014,89.6,-1.51,102.34,2.376,3.54
630,-0.005,89.6,-1.51,102.36,2.327,3.56
645,-0.024,89.5,-1.53,102.38,2.319,3.56
700,-0.002,89,-1.58,102.4,2.542,3.57
715,0.061,88.7,-1.58,102.42,2.148,3.59
730,0.051,88.1,-1.68,102.43,2.27,3.98
745,0.049,88,-1.71,102.44,1.967,4.19
800,0.057,87.4,-1.79,102.46,2.225,5.78
815,0.091,86.6,-1.86,102.48,2.117,9.13
830,0.15,85.9,-1.94,102.49,2.091,15.42
845,0.197,85.3,-1.96,102.51,2.229,20.67
900,0.275,85.4,-1.89,102.53,2.141,35.37
915,0.286,85.4,-1.86,102.54,2.449,46.62
930,0.35,85,-1.89,102.57,2.301,51.77
945,0.368,84,-2.02,102.6,2.247,57.2
1000,0.421,83.1,-2.12,102.63,2.699,64.93
1015,0.446,82.9,-2.12,102.64,2.599,72.6
1030,0.529,82.1,-2.17,102.66,2.277,109.9
1045,0.715,81.4,-2.12,102.67,2.256,115.1
1100,0.775,80.8,-2.14,102.68,2.583,116.8
1115,0.81,80.3,-2.2,102.69,2.545,119.4
1130,0.732,79.8,-2.35,102.69,2.598,109.4
1145,0.814,79.5,-2.33,102.69,2.874,113.1
1200,0.835,79.4,-2.33,102.69,2.806,120
1215,0.976,78.6,-2.33,102.67,2.715,165.6
1230,1.082,78.2,-2.3,102.66,2.963,222.9
1245,1.186,77.7,-2.27,102.66,2.915,216.5
1300,1.287,77.2,-2.25,102.65,2.462,162.2
1315,1.197,77.3,-2.33,102.63,2.337,162.3
1330,1.443,77.1,-2.14,102.63,2.189,163.1
1345,1.478,76.3,-2.25,102.63,2.35,160.4
1400,1.575,75.7,-2.25,102.62,2.723,195.3
1415,1.704,75.3,-2.2,102.62,2.114,184.2
1430,1.924,74.2,-2.2,102.62,2.079,157.7
1445,2.012,73.6,-2.22,102.61,2.091,168.7
1500,2.18,72.1,-2.33,102.61,2.261,142.9
1515,2.198,71.5,-2.41,102.62,2.408,106.2
1530,2.182,71,-2.51,102.62,2.099,93.7
1545,2.151,70.3,-2.7,102.62,2.71,90.9
1600,2.201,70.1,-2.67,102.62,2.345,75.2
1615,2.262,69.79,-2.67,102.62,2.019,58.53
1630,2.139,68.75,-3,102.63,2.484,45.16
1645,1.958,69.18,-3.08,102.64,2.617,40.01
1700,1.8,69.35,-3.22,102.65,2.311,29.54
1715,1.574,70.1,-3.3,102.67,2.889,21.58
1730,1.376,70.4,-3.41,102.68,2.609,14.98
1745,1.212,70.8,-3.5,102.7,2.338,7.96
1800,1.052,71.3,-3.56,102.72,2.512,4.46
1815,0.813,71.4,-3.76,102.74,2.851,4.01
1830,0.545,71.1,-4.08,102.76,2.259,3.56
1845,0.208,71.8,-4.29,102.76,2.103,3.52
1900,-0.345,75.1,-4.23,102.76,1.395,3.5
1915,-0.812,77.1,-4.31,102.78,1.215,3.48
1930,-1.243,79.4,-4.34,102.79,1.03,3.48
1945,-1.3,79.2,-4.44,102.8,1.099,3.48
2000,-1.693,80.8,-4.56,102.83,1.281,3.48
2015,-2.197,83.1,-4.68,102.83,1.221,3.48
2030,-2.399,84.4,-4.68,102.84,1.172,3.48
2045,-2.197,82.4,-4.8,102.84,1.24,3.48
2100,-2.132,81.5,-4.86,102.86,1.426,3.48
2115,-2.48,83,-4.99,102.86,0.965,3.48
2130,-2.622,83.9,-4.96,102.86,1.078,3.48
2145,-2.597,82.8,-5.11,102.86,1.332,3.48
2200,-2.434,81.4,-5.18,102.85,1.185,3.48
2215,-2.295,80.2,-5.24,102.86,1.069,3.48
2230,-2.66,81.5,-5.4,102.86,1.037,3.48
2245,-3.428,84.2,-5.69,102.84,0.783,3.48
2300,-3.617,88.7,-5.21,102.84,0.762,3.48
2315,-3.24,86.2,-5.21,102.85,0.939,3.48
2330,-3.105,84.6,-5.34,102.86,0.765,3.48
2345,-3.804,85.9,-5.83,102.86,0.72,3.48
2400,-4.034,89.7,-5.47,102.86,0.731,3.48
15,-4.525,90.1,-5.89,102.86,0.456,3.48
30,-4.45,92.1,-5.53,102.86,0.794,3.48
45,-4.476,91.8,-5.6,102.86,0.515,3.48
100,-4.478,92.1,-5.56,102.87,0.96,3.48
115,-4.214,91,-5.47,102.88,1.231,3.48
130,-4.355,90,-5.76,102.89,1.202,3.48
145,-4.725,90.8,-5.99,102.9,0.994,3.48
200,-4.866,91.7,-6.03,102.89,0.999,3.48
215,-4.48,91.5,-5.66,102.9,1.111,3.48
230,-4.582,89.9,-5.99,102.91,1.192,3.48
245,-5.183,91.3,-6.37,102.93,1.098,3.48
300,-4.795,91.4,-5.96,102.93,0.891,3.48
315,-5.161,90.6,-6.47,102.93,0.959,3.48
330,-5.464,92,-6.57,102.92,0.883,3.48
345,-5.589,92.3,-6.64,102.92,0.902,3.48
400,-5.498,92.6,-6.5,102.94,1.083,3.48
415,-5.808,92.6,-6.82,102.96,0.982,3.48
430,-5.793,93.3,-6.71,102.96,0.674,3.48
445,-6.035,93.4,-6.93,102.97,0.618,3.48
500,-5.972,93.8,-6.82,102.97,0.943,3.48
515,-6.059,93.6,-6.93,102.98,0.8,3.48
530,-6.025,93.8,-6.85,102.98,0.826,3.48
545,-5.976,93.5,-6.85,102.98,0.587,3.48
600,-6.325,93.1,-7.25,102.97,0.472,3.48
615,-6.358,93.7,-7.21,102.98,0.716,3.48
630,-6.158,93.5,-7.03,102.99,0.959,3.48
645,-6.063,93.1,-7,102.99,0.533,3.48
700,-6.19,93.4,-7.07,102.98,0.638,3.48
715,-6.064,93.7,-6.93,103,0.761,3.48
730,-5.89,93.3,-6.82,103.02,0.899,3.97
745,-6.218,93,-7.18,103.05,0.955,6.46
800,-6.297,93.6,-7.14,103.07,0.969,16.81
815,-6.022,93.2,-6.96,103.1,0.927,48.45
830,-5.443,92,-6.54,103.13,0.82,94.1
845,-4.563,90.2,-5.93,103.14,1.1,148.3
900,-3.957,88.4,-5.6,103.15,1.547,195.4
915,-3.107,86.6,-5.02,103.16,1.289,235.8
930,-2.402,81.3,-5.15,103.16,1.465,275.9
945,-1.956,79.8,-4.96,103.18,1.44,316.6
1000,-1.175,77.7,-4.56,103.2,1.246,368.3
1015,-0.307,74.3,-4.31,103.21,1.068,410.2
1030,0.503,68.55,-4.62,103.2,1.122,444
1045,0.888,64.56,-5.02,103.2,1.886,475.3
1100,1.339,64.53,-4.62,103.21,1.521,503.4
1115,2.054,61.69,-4.53,103.22,1.843,528.3
1130,2.53,58.55,-4.77,103.21,1.995,551.6
1145,3.084,54.26,-5.27,103.19,1.467,568.7
1200,3.679,51.93,-5.27,103.16,1.477,584.1
1215,4.093,50.23,-5.34,103.13,1.124,593
1230,4.784,48.61,-5.15,103.11,1.483,601
1245,5.297,46.86,-5.15,103.09,1.363,603.6
1300,5.587,44.66,-5.5,103.08,1.558,602.4
1315,6.243,42.27,-5.63,103.07,1.595,600.5
1330,6.725,40.68,-5.69,103.05,2.156,592.7
1345,6.768,38.9,-6.26,103.03,1.853,579.9
1400,7.1,37.68,-6.37,103,1.807,562.4
1415,7.55,36.03,-6.54,102.99,1.694,542.4
1430,8.42,36.41,-5.63,102.98,1.554,520.4
1445,8.49,33.46,-6.68,102.98,1.891,495.1
1500,8.51,33.63,-6.61,102.97,2.278,463.5
1515,8.93,32.08,-6.85,102.96,1.936,431.7
1530,8.71,31.43,-7.29,102.95,2.299,396.4
1545,8.86,32.03,-6.93,102.95,2.576,357.1
